Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
baseline,LetterA.col,1,0.0012052607536315917,0.12252545356750488,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,2,0.0011839914321899415,0.12139463424682617,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,3,0.0012352108955383302,0.1275625228881836,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,4,0.0011881756782531738,0.12078285217285156,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,5,0.0012610149383544922,0.12906241416931152,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,6,0.0011962318420410155,0.12362194061279297,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,7,0.00114640474319458,0.11863946914672852,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,8,0.0013103365898132324,0.13303422927856445,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,9,0.0011731553077697753,0.1199185848236084,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
baseline,LetterA.col,10,0.001214585304260254,0.12545514106750488,166.66666666666666,166.66666666666666,3,0.1241997241973877,166.66666666666669
