Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
max_no_improvement_generations_100,PetersenGraph.col,1,0.006002130508422851,0.6178915500640869,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,2,0.007486474514007568,0.7653205394744873,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,3,0.007647621631622315,0.7930810451507568,166.66666666666666,166.66666666666666,6,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,4,0.0077860355377197266,0.8146786689758301,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,5,0.009593899250030518,1.0099904537200928,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,6,0.007011575698852539,0.7209210395812988,166.66666666666666,166.66666666666666,6,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,7,0.008446216583251953,0.86958909034729,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,8,0.010242762565612793,1.0530798435211182,200.0,200.0,5,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,9,0.008206372261047363,0.854895830154419,166.66666666666666,166.66666666666666,6,0.8304201364517212,186.66666666666669
max_no_improvement_generations_100,PetersenGraph.col,10,0.0078210711479187,0.804753303527832,166.66666666666666,166.66666666666666,6,0.8304201364517212,186.66666666666669
