Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.8,PetersenGraph.col,1,0.0018316292762756347,0.19170761108398438,200.0,200.0,5,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,2,0.0018308830261230468,0.18912672996520996,166.66666666666666,166.66666666666666,6,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,3,0.0021532726287841796,0.22532081604003906,250.0,250.0,4,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,4,0.0031461143493652344,0.3266794681549072,166.66666666666666,166.66666666666666,6,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,5,0.002074406147003174,0.216444730758667,166.66666666666666,166.66666666666666,6,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,6,0.002748115062713623,0.2843306064605713,200.0,200.0,5,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,7,0.0019323134422302246,0.19823145866394043,166.66666666666666,166.66666666666666,6,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,8,0.0019722938537597655,0.20322895050048828,200.0,200.0,5,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,9,0.0024345731735229493,0.2554922103881836,200.0,200.0,5,0.25246081352233884,188.33333333333334
crossover_prob_0.8,PetersenGraph.col,10,0.003531336784362793,0.43404555320739746,166.66666666666666,166.66666666666666,6,0.25246081352233884,188.33333333333334
